PCA1,PCA2,PCA3,PCA4,PCA5,PCA6,PCA7,PCA8,PCA9,PCA10,PCA11,PCA12,Returns direction
0.02585442192762123,0.2069207170481066,-2.357194908356183,0.3129482381800704,1.34509847831262,1.811816966723026,-0.02011802467336057,1.090327213408786,-0.144697080873905,-0.723212683978126,0.1958278074881457,-0.5569189393009348,1
-0.1904466728788069,0.1441359396293537,-2.185899593942112,-0.1993175887770104,2.237623501232368,1.527157783565789,-1.228122293168788,-0.2257917373971066,-1.025129622076993,-0.4705228510164522,1.428567159178731,-1.187155670981613,1
-0.2282983002333357,-0.5461699853314529,-2.2856520994504,0.7032792438408063,-1.07622759956776,2.566851906861371,-0.3824202906343667,-0.9217523098330539,0.3154692628035838,-0.4543503216451334,0.5613339832277908,-0.8175638747942088,1
-0.1299537701589068,-1.172557038357965,-2.233070760705596,0.7955448814172176,0.7355230863497653,2.037958719865799,0.03838270597417347,-0.3095063844473658,-0.43044479739297,-0.5701297728570579,0.06303349192102764,-1.000508587899018,1
-0.2738384425410915,-0.4564190391293431,-2.276934809025776,0.1720384934683697,-0.6347271703544282,2.432275451109925,-0.04878952402720147,0.7029134164083858,-0.2330042509260853,-0.5733483175764023,-0.5233278857856575,-1.163786562911843,1
-0.1901304530907577,0.7150150820514778,-2.3197676241722,-0.2693442577393694,-0.4946917453852048,1.966378201906103,-1.311949427885964,-0.1048583477938203,-0.03965942990142568,-0.7802357358774721,-0.4528300703747687,-0.6617942854826362,0
-0.2634672092888349,0.3647673717134093,-2.322836134799589,0.7775549296917472,-2.121066656435843,2.112275231409193,-0.682574049595004,-1.057291579036632,0.451463356079661,-1.373102789032873,0.03398686641418927,-1.1292029275733,0
-0.2808368469076182,0.6968682217653122,-2.342675987759382,1.339983062428005,-1.952546848846835,1.682903822981357,-0.6313439478378537,0.2392089667341992,1.186401700911747,-1.849621894985584,-0.4861823708031101,-0.3159410391297685,0
0.09783447410495802,2.113833879931975,-2.403232190118503,0.5749120828582689,0.5803698203604722,0.918882277978789,-0.4064651406563166,0.2220601744241636,-1.214247880993028,-1.583063060200903,0.4953295407848587,-0.005268418568925231,0
0.0797925634644125,1.948338771433775,-2.794568528309363,0.8560796772020765,2.211674391920178,0.01861692843810073,-0.5384242852687433,0.03292017500520204,0.1938314993459327,-1.891399155906588,-0.4299201792950108,-0.3996206759582984,0
-0.1890477021949743,2.228467738351275,-2.721374191130049,0.6618077719011392,0.8779499300099841,0.5235164878250127,-0.2703627348949434,0.3506580823292618,0.1188274164205153,-1.716907242574749,-0.2144595666080427,-0.7774312749185605,0
-0.2322675465363339,1.893748405840951,-2.687972218401184,1.127352518688455,1.308582235785406,0.3062750763177451,-0.6019430164565507,0.2800227919771893,0.07977903313995244,-1.601034094910033,-0.8919759784846164,-1.646300173327354,0
-0.03242965576090964,-0.1111900408271143,-2.697232597705615,2.380285142775615,-0.3303670570038862,0.9192590324266113,0.404013507249404,-0.08409452111843767,-0.5886518313073182,-1.225576284218692,-0.4582138419159738,-0.6861026021292933,1
